id,ts,coin,horizon_hours,chosen_variant,chosen_p_up,lca_score,comparison_count,corrected_alpha,cleared_gate,k_sel,reason,prediction_ts,scores_json
392,1787540449321,LINK,24,original,0.9333333333333333,0.2857142857142857,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >32.0pts above 50%, best was calibrated at +-21.4pts on n=14) -- defaulting to Original k-NN.",1787540445992,
393,1787540449471,BTC,24,original,0.26666666666666666,0.75,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >34.6pts above 50%, best was calibrated at +25.0pts on n=12) -- defaulting to Original k-NN.",1787540445992,
394,1787551249636,ETH,24,original,0.5333333333333333,1,3,0.016666666666666666,0,7,"No variant's local edge cleared the significance bar (needed >53.2pts above 50%, best was original at +50.0pts on n=4) -- defaulting to Original k-NN.",1787551248155,
395,1787551252339,LINK,24,original,1,0.6666666666666666,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >48.9pts above 50%, best was original at +16.7pts on n=6) -- defaulting to Original k-NN.",1787551247842,
396,1787551252430,LINK,12,original,0.6153846153846154,0.8181818181818182,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >36.1pts above 50%, best was experimental at +31.8pts on n=11) -- defaulting to Original k-NN.",1787551248001,
397,1787551252567,BTC,12,experimental,0.7843634699356563,0.9090909090909091,6,0.008333333333333333,1,15,"experimental locally outperformed (91% correct on 11 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787551248617,
398,1787551252597,BTC,24,original,0.6666666666666666,0.7777777777777778,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >39.9pts above 50%, best was experimental at +27.8pts on n=9) -- defaulting to Original k-NN.",1787551248823,
399,1787552109957,BTC,24,original,0.6,0.8,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >37.9pts above 50%, best was experimental at +30.0pts on n=10) -- defaulting to Original k-NN.",1787552103234,
400,1787557274838,BTC,24,original,0.6,0.8,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >37.9pts above 50%, best was experimental at +30.0pts on n=10) -- defaulting to Original k-NN.",1787552103234,
401,1787560918904,BTC,24,original,0.8,0.75,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >34.6pts above 50%, best was experimental at +25.0pts on n=12) -- defaulting to Original k-NN.",1787560911597,
402,1787562319858,BTC,24,calibrated,0.6037735849056604,0.8666666666666667,6,0.008333333333333333,1,15,"calibrated locally outperformed (87% correct on 15 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787562311642,
403,1787572851819,ETH,24,original,0.7333333333333333,1,3,0.016666666666666666,1,7,"original locally outperformed (100% correct on 5 same-direction matches among the 7 most similar historical moments), clearing the significance bar for 3 variant(s) compared.",1787572850091,
404,1787572851892,ETH,12,original,0.5,1,3,0.016666666666666666,0,7,"No variant's local edge cleared the significance bar (needed >61.4pts above 50%, best was original at +50.0pts on n=3) -- defaulting to Original k-NN.",1787572850237,
405,1787572854228,LINK,12,original,0.5333333333333333,0.7777777777777778,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >39.9pts above 50%, best was original at +27.8pts on n=9) -- defaulting to Original k-NN.",1787572849968,
406,1787572854355,LINK,24,original,0.6666666666666666,0.875,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >42.3pts above 50%, best was original at +37.5pts on n=8) -- defaulting to Original k-NN.",1787572850081,
407,1787572854378,BTC,24,calibrated,0.6226415094339622,0.8666666666666667,6,0.008333333333333333,1,15,"calibrated locally outperformed (87% correct on 15 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787572851337,
408,1787572854466,BTC,12,experimental,0.8928423065724779,0.9230769230769231,6,0.008333333333333333,1,15,"experimental locally outperformed (92% correct on 13 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787572851117,
409,1787576857709,LINK,24,original,0.6666666666666666,0.7142857142857143,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >45.2pts above 50%, best was original at +21.4pts on n=7) -- defaulting to Original k-NN.",1787576850957,
410,1787576867009,LINK,24,original,0.6666666666666666,0.8333333333333334,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >48.9pts above 50%, best was original at +33.3pts on n=6) -- defaulting to Original k-NN.",1787576861166,
411,1787578092475,BTC,24,calibrated,0.6226415094339622,0.8666666666666667,6,0.008333333333333333,1,15,"calibrated locally outperformed (87% correct on 15 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787572851337,
412,1787578095426,BTC,24,original,0.5333333333333333,0.6923076923076923,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >33.2pts above 50%, best was experimental at +19.2pts on n=13) -- defaulting to Original k-NN.",1787578089646,
413,1787578436172,BTC,24,original,0.5333333333333333,0.7142857142857143,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >32.0pts above 50%, best was original at +21.4pts on n=14) -- defaulting to Original k-NN.",1787578430066,"[{""variant"":""original"",""p_up"":0.533,""lca"":0.714,""n_matched"":14},{""variant"":""experimental"",""p_up"":0.55,""lca"":0.7,""n_matched"":10},{""variant"":""calibrated"",""p_up"":0.623,""lca"":0.667,""n_matched"":12},{""variant"":""challenger_flat"",""p_up"":0.516,""lca"":0.714,""n_matched"":14},{""variant"":""challenger_tilted"",""p_up"":0.516,""lca"":0.714,""n_matched"":14},{""variant"":""challenger_calibrated"",""p_up"":0.55,""lca"":0.667,""n_matched"":12}]"
414,1787578528181,BTC,24,original,0.5333333333333333,0.6923076923076923,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >33.2pts above 50%, best was experimental at +19.2pts on n=13) -- defaulting to Original k-NN.",1787578522215,"[{""variant"":""original"",""p_up"":0.533,""lca"":0.643,""n_matched"":14},{""variant"":""experimental"",""p_up"":0.55,""lca"":0.692,""n_matched"":13},{""variant"":""calibrated"",""p_up"":0.623,""lca"":0.667,""n_matched"":15},{""variant"":""challenger_flat"",""p_up"":0.516,""lca"":0.643,""n_matched"":14},{""variant"":""challenger_tilted"",""p_up"":0.516,""lca"":0.643,""n_matched"":14},{""variant"":""challenger_calibrated"",""p_up"":0.55,""lca"":0.667,""n_matched"":15}]"
415,1787583139477,LINK,12,original,0.4666666666666667,0.5384615384615384,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >33.2pts above 50%, best was calibrated at +3.8pts on n=13) -- defaulting to Original k-NN.",1787583133042,"[{""variant"":""original"",""p_up"":0.467,""lca"":0.5,""n_matched"":4},{""variant"":""experimental"",""p_up"":0.441,""lca"":0.5,""n_matched"":6},{""variant"":""calibrated"",""p_up"":0.8,""lca"":0.538,""n_matched"":13},{""variant"":""challenger_flat"",""p_up"":0.467,""lca"":0.5,""n_matched"":4},{""variant"":""challenger_tilted"",""p_up"":0.467,""lca"":0.5,""n_matched"":4},{""variant"":""challenger_calibrated"",""p_up"":0.655,""lca"":0.4,""n_matched"":10}]"
416,1787583139674,LINK,24,original,0.6666666666666666,0.4,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >30.9pts above 50%, best was calibrated at +-10.0pts on n=15) -- defaulting to Original k-NN.",1787583133237,"[{""variant"":""original"",""p_up"":0.667,""lca"":0.333,""n_matched"":9},{""variant"":""experimental"",""p_up"":0.889,""lca"":0.3,""n_matched"":10},{""variant"":""calibrated"",""p_up"":0.7,""lca"":0.4,""n_matched"":15},{""variant"":""challenger_flat"",""p_up"":0.584,""lca"":0.333,""n_matched"":9},{""variant"":""challenger_tilted"",""p_up"":0.584,""lca"":0.333,""n_matched"":9},{""variant"":""challenger_calibrated"",""p_up"":0.606,""lca"":0.4,""n_matched"":15}]"
417,1787583140803,BTC,12,challenger_calibrated,0.571,1,6,0.008333333333333333,1,15,"challenger_calibrated locally outperformed (100% correct on 13 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787583134705,"[{""variant"":""original"",""p_up"":0.933,""lca"":0.923,""n_matched"":13},{""variant"":""experimental"",""p_up"":0.951,""lca"":0.929,""n_matched"":14},{""variant"":""calibrated"",""p_up"":0.563,""lca"":0.909,""n_matched"":11},{""variant"":""challenger_flat"",""p_up"":0.717,""lca"":0.923,""n_matched"":13},{""variant"":""challenger_tilted"",""p_up"":0.717,""lca"":0.923,""n_matched"":13},{""variant"":""challenger_calibrated"",""p_up"":0.571,""lca"":1,""n_matched"":13}]"
418,1787583141060,BTC,24,original,0.5333333333333333,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 9 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787583134896,"[{""variant"":""original"",""p_up"":0.533,""lca"":1,""n_matched"":9},{""variant"":""experimental"",""p_up"":0.55,""lca"":1,""n_matched"":7},{""variant"":""calibrated"",""p_up"":0.623,""lca"":1,""n_matched"":13},{""variant"":""challenger_flat"",""p_up"":0.516,""lca"":1,""n_matched"":9},{""variant"":""challenger_tilted"",""p_up"":0.516,""lca"":1,""n_matched"":9},{""variant"":""challenger_calibrated"",""p_up"":0.55,""lca"":1,""n_matched"":8}]"
419,1787585907955,LINK,24,original,0.8666666666666667,0.5,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >42.3pts above 50%, best was original at +0.0pts on n=8) -- defaulting to Original k-NN.",1787585899579,"[{""variant"":""original"",""p_up"":0.867,""lca"":0.5,""n_matched"":8},{""variant"":""experimental"",""p_up"":0.908,""lca"":0.5,""n_matched"":8},{""variant"":""calibrated"",""p_up"":0.775,""lca"":0.467,""n_matched"":15},{""variant"":""challenger_flat"",""p_up"":0.683,""lca"":0.5,""n_matched"":8},{""variant"":""challenger_tilted"",""p_up"":0.683,""lca"":0.5,""n_matched"":8},{""variant"":""challenger_calibrated"",""p_up"":0.727,""lca"":0.467,""n_matched"":15}]"
420,1787585973836,LINK,12,original,0.5333333333333333,0.75,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >34.6pts above 50%, best was experimental at +25.0pts on n=12) -- defaulting to Original k-NN.",1787585967524,"[{""variant"":""original"",""p_up"":0.533,""lca"":0.727,""n_matched"":11},{""variant"":""experimental"",""p_up"":0.609,""lca"":0.75,""n_matched"":12},{""variant"":""calibrated"",""p_up"":0.6,""lca"":0.75,""n_matched"":12},{""variant"":""challenger_flat"",""p_up"":0.516,""lca"":0.727,""n_matched"":11},{""variant"":""challenger_tilted"",""p_up"":0.516,""lca"":0.727,""n_matched"":11},{""variant"":""challenger_calibrated"",""p_up"":0.655,""lca"":0.714,""n_matched"":7}]"
421,1787585974089,LINK,24,original,0.8666666666666667,0.4,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >30.9pts above 50%, best was calibrated at +-10.0pts on n=15) -- defaulting to Original k-NN.",1787585967911,"[{""variant"":""original"",""p_up"":0.867,""lca"":0.375,""n_matched"":8},{""variant"":""experimental"",""p_up"":0.908,""lca"":0.375,""n_matched"":8},{""variant"":""calibrated"",""p_up"":0.775,""lca"":0.4,""n_matched"":15},{""variant"":""challenger_flat"",""p_up"":0.683,""lca"":0.375,""n_matched"":8},{""variant"":""challenger_tilted"",""p_up"":0.683,""lca"":0.375,""n_matched"":8},{""variant"":""challenger_calibrated"",""p_up"":0.727,""lca"":0.4,""n_matched"":15}]"
422,1787585974164,BTC,24,original,0.5333333333333333,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 10 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787585968098,"[{""variant"":""original"",""p_up"":0.533,""lca"":1,""n_matched"":10},{""variant"":""experimental"",""p_up"":0.512,""lca"":1,""n_matched"":7},{""variant"":""calibrated"",""p_up"":0.623,""lca"":1,""n_matched"":12},{""variant"":""challenger_flat"",""p_up"":0.516,""lca"":1,""n_matched"":10},{""variant"":""challenger_tilted"",""p_up"":0.516,""lca"":1,""n_matched"":10},{""variant"":""challenger_calibrated"",""p_up"":0.55,""lca"":1,""n_matched"":7}]"
423,1787585975383,BTC,12,challenger_calibrated,0.679,1,6,0.008333333333333333,1,15,"challenger_calibrated locally outperformed (100% correct on 13 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787585969241,"[{""variant"":""original"",""p_up"":1,""lca"":0.933,""n_matched"":15},{""variant"":""experimental"",""p_up"":1,""lca"":0.933,""n_matched"":15},{""variant"":""calibrated"",""p_up"":0.792,""lca"":0.9,""n_matched"":10},{""variant"":""challenger_flat"",""p_up"":0.75,""lca"":0.933,""n_matched"":15},{""variant"":""challenger_tilted"",""p_up"":0.75,""lca"":0.933,""n_matched"":15},{""variant"":""challenger_calibrated"",""p_up"":0.679,""lca"":1,""n_matched"":13}]"
424,1787585984757,LINK,24,original,0.8666666666666667,0.5,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >42.3pts above 50%, best was original at +0.0pts on n=8) -- defaulting to Original k-NN.",1787585978920,"[{""variant"":""original"",""p_up"":0.867,""lca"":0.5,""n_matched"":8},{""variant"":""experimental"",""p_up"":0.908,""lca"":0.5,""n_matched"":8},{""variant"":""calibrated"",""p_up"":0.775,""lca"":0.467,""n_matched"":15},{""variant"":""challenger_flat"",""p_up"":0.683,""lca"":0.5,""n_matched"":8},{""variant"":""challenger_tilted"",""p_up"":0.683,""lca"":0.5,""n_matched"":8},{""variant"":""challenger_calibrated"",""p_up"":0.727,""lca"":0.467,""n_matched"":15}]"
425,1787585990906,BTC,24,original,0.5333333333333333,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 10 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787585983629,"[{""variant"":""original"",""p_up"":0.533,""lca"":1,""n_matched"":10},{""variant"":""experimental"",""p_up"":0.512,""lca"":1,""n_matched"":7},{""variant"":""calibrated"",""p_up"":0.623,""lca"":1,""n_matched"":12},{""variant"":""challenger_flat"",""p_up"":0.516,""lca"":1,""n_matched"":10},{""variant"":""challenger_tilted"",""p_up"":0.516,""lca"":1,""n_matched"":10},{""variant"":""challenger_calibrated"",""p_up"":0.55,""lca"":1,""n_matched"":7}]"
426,1787585991448,LINK,12,original,0.5333333333333333,0.75,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >34.6pts above 50%, best was experimental at +25.0pts on n=12) -- defaulting to Original k-NN.",1787585984735,"[{""variant"":""original"",""p_up"":0.533,""lca"":0.727,""n_matched"":11},{""variant"":""experimental"",""p_up"":0.609,""lca"":0.75,""n_matched"":12},{""variant"":""calibrated"",""p_up"":0.6,""lca"":0.75,""n_matched"":12},{""variant"":""challenger_flat"",""p_up"":0.516,""lca"":0.727,""n_matched"":11},{""variant"":""challenger_tilted"",""p_up"":0.516,""lca"":0.727,""n_matched"":11},{""variant"":""challenger_calibrated"",""p_up"":0.655,""lca"":0.714,""n_matched"":7}]"
427,1787585992941,BTC,12,challenger_calibrated,0.679,1,6,0.008333333333333333,1,15,"challenger_calibrated locally outperformed (100% correct on 13 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787585986411,"[{""variant"":""original"",""p_up"":1,""lca"":0.933,""n_matched"":15},{""variant"":""experimental"",""p_up"":1,""lca"":0.933,""n_matched"":15},{""variant"":""calibrated"",""p_up"":0.792,""lca"":0.9,""n_matched"":10},{""variant"":""challenger_flat"",""p_up"":0.75,""lca"":0.933,""n_matched"":15},{""variant"":""challenger_tilted"",""p_up"":0.75,""lca"":0.933,""n_matched"":15},{""variant"":""challenger_calibrated"",""p_up"":0.679,""lca"":1,""n_matched"":13}]"
428,1787585994372,LINK,24,original,0.8666666666666667,0.5,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >42.3pts above 50%, best was original at +0.0pts on n=8) -- defaulting to Original k-NN.",1787585988576,"[{""variant"":""original"",""p_up"":0.867,""lca"":0.5,""n_matched"":8},{""variant"":""experimental"",""p_up"":0.908,""lca"":0.5,""n_matched"":8},{""variant"":""calibrated"",""p_up"":0.775,""lca"":0.467,""n_matched"":15},{""variant"":""challenger_flat"",""p_up"":0.683,""lca"":0.5,""n_matched"":8},{""variant"":""challenger_tilted"",""p_up"":0.683,""lca"":0.5,""n_matched"":8},{""variant"":""challenger_calibrated"",""p_up"":0.727,""lca"":0.467,""n_matched"":15}]"
429,1787605223496,ETH,12,original,0.7142857142857143,1,3,0.016666666666666666,0,7,"No variant's local edge cleared the significance bar (needed >53.2pts above 50%, best was original at +50.0pts on n=4) -- defaulting to Original k-NN.",1787605220008,"[{""variant"":""original"",""p_up"":0.714,""lca"":1,""n_matched"":4},{""variant"":""experimental"",""p_up"":0.719,""lca"":1,""n_matched"":5},{""variant"":""calibrated"",""p_up"":0.714,""lca"":1,""n_matched"":4}]"
430,1787605223528,ETH,24,original,0.8,1,3,0.016666666666666666,0,7,"No variant's local edge cleared the significance bar (needed >53.2pts above 50%, best was original at +50.0pts on n=4) -- defaulting to Original k-NN.",1787605220091,"[{""variant"":""original"",""p_up"":0.8,""lca"":1,""n_matched"":4},{""variant"":""experimental"",""p_up"":0.907,""lca"":1,""n_matched"":3},{""variant"":""calibrated"",""p_up"":0.8,""lca"":1,""n_matched"":4}]"
431,1787605228929,LINK,24,original,0.6666666666666666,0.6,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >30.9pts above 50%, best was challenger_calibrated at +10.0pts on n=15) -- defaulting to Original k-NN.",1787605220116,"[{""variant"":""original"",""p_up"":0.667,""lca"":0.556,""n_matched"":9},{""variant"":""experimental"",""p_up"":0.67,""lca"":0.545,""n_matched"":11},{""variant"":""calibrated"",""p_up"":0.7,""lca"":0.571,""n_matched"":14},{""variant"":""challenger_flat"",""p_up"":0.584,""lca"":0.556,""n_matched"":9},{""variant"":""challenger_tilted"",""p_up"":0.584,""lca"":0.556,""n_matched"":9},{""variant"":""challenger_calibrated"",""p_up"":0.606,""lca"":0.6,""n_matched"":15}]"
432,1787605229147,LINK,12,original,0.8666666666666667,0.7272727272727273,6,0.008333333333333333,0,15,"No variant's local edge cleared the significance bar (needed >36.1pts above 50%, best was original at +22.7pts on n=11) -- defaulting to Original k-NN.",1787605220610,"[{""variant"":""original"",""p_up"":0.867,""lca"":0.727,""n_matched"":11},{""variant"":""experimental"",""p_up"":0.927,""lca"":0.7,""n_matched"":10},{""variant"":""calibrated"",""p_up"":0.771,""lca"":0.714,""n_matched"":14},{""variant"":""challenger_flat"",""p_up"":0.65,""lca"":0.727,""n_matched"":11},{""variant"":""challenger_tilted"",""p_up"":0.65,""lca"":0.727,""n_matched"":11},{""variant"":""challenger_calibrated"",""p_up"":0.759,""lca"":0.714,""n_matched"":14}]"
433,1787605229352,BTC,12,challenger_calibrated,0.679,1,6,0.008333333333333333,1,15,"challenger_calibrated locally outperformed (100% correct on 13 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787605221974,"[{""variant"":""original"",""p_up"":1,""lca"":0.933,""n_matched"":15},{""variant"":""experimental"",""p_up"":1,""lca"":0.933,""n_matched"":15},{""variant"":""calibrated"",""p_up"":0.792,""lca"":0.917,""n_matched"":12},{""variant"":""challenger_flat"",""p_up"":0.75,""lca"":0.933,""n_matched"":15},{""variant"":""challenger_tilted"",""p_up"":0.75,""lca"":0.933,""n_matched"":15},{""variant"":""challenger_calibrated"",""p_up"":0.679,""lca"":1,""n_matched"":13}]"
434,1787605229468,BTC,24,original,0.7333333333333333,0.8571428571428571,6,0.008333333333333333,1,15,"original locally outperformed (86% correct on 14 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787605221591,"[{""variant"":""original"",""p_up"":0.733,""lca"":0.857,""n_matched"":14},{""variant"":""experimental"",""p_up"":0.765,""lca"":0.833,""n_matched"":12},{""variant"":""calibrated"",""p_up"":0.66,""lca"":0.846,""n_matched"":13},{""variant"":""challenger_flat"",""p_up"":0.733,""lca"":0.857,""n_matched"":14},{""variant"":""challenger_tilted"",""p_up"":0.733,""lca"":0.857,""n_matched"":14},{""variant"":""challenger_calibrated"",""p_up"":0.725,""lca"":0.846,""n_matched"":13}]"
435,1787615740484,BTC,24,original,0.5333333333333333,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 10 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787615733541,"[{""variant"":""original"",""p_up"":0.533,""lca"":1,""n_matched"":10},{""variant"":""experimental"",""p_up"":0.594,""lca"":1,""n_matched"":10},{""variant"":""calibrated"",""p_up"":0.623,""lca"":1,""n_matched"":15},{""variant"":""challenger_flat"",""p_up"":0.533,""lca"":1,""n_matched"":10},{""variant"":""challenger_tilted"",""p_up"":0.533,""lca"":1,""n_matched"":10},{""variant"":""challenger_calibrated"",""p_up"":0.525,""lca"":1,""n_matched"":10}]"
436,1787615740718,BTC,24,original,0.5333333333333333,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 10 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787615733541,"[{""variant"":""original"",""p_up"":0.533,""lca"":1,""n_matched"":10},{""variant"":""experimental"",""p_up"":0.594,""lca"":1,""n_matched"":10},{""variant"":""calibrated"",""p_up"":0.623,""lca"":1,""n_matched"":15},{""variant"":""challenger_flat"",""p_up"":0.533,""lca"":1,""n_matched"":10},{""variant"":""challenger_tilted"",""p_up"":0.533,""lca"":1,""n_matched"":10},{""variant"":""challenger_calibrated"",""p_up"":0.525,""lca"":1,""n_matched"":10}]"
437,1787615839078,LINK,12,original,1,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 9 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787615833332,"[{""variant"":""original"",""p_up"":1,""lca"":1,""n_matched"":9},{""variant"":""experimental"",""p_up"":1,""lca"":1,""n_matched"":9},{""variant"":""calibrated"",""p_up"":0.871,""lca"":0.8,""n_matched"":15},{""variant"":""challenger_flat"",""p_up"":0.65,""lca"":1,""n_matched"":9},{""variant"":""challenger_tilted"",""p_up"":0.65,""lca"":1,""n_matched"":9},{""variant"":""challenger_calibrated"",""p_up"":0.759,""lca"":0.909,""n_matched"":11}]"
438,1787615839206,LINK,24,experimental,0.5532042247755812,0.9166666666666666,6,0.008333333333333333,1,15,"experimental locally outperformed (92% correct on 12 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787615833724,"[{""variant"":""original"",""p_up"":0.6,""lca"":0.9,""n_matched"":10},{""variant"":""experimental"",""p_up"":0.553,""lca"":0.917,""n_matched"":12},{""variant"":""calibrated"",""p_up"":0.7,""lca"":0.857,""n_matched"":14},{""variant"":""challenger_flat"",""p_up"":0.6,""lca"":0.9,""n_matched"":10},{""variant"":""challenger_tilted"",""p_up"":0.6,""lca"":0.9,""n_matched"":10},{""variant"":""challenger_calibrated"",""p_up"":0.606,""lca"":0.909,""n_matched"":11}]"
439,1787615839228,BTC,12,challenger_calibrated,0.679,1,6,0.008333333333333333,1,15,"challenger_calibrated locally outperformed (100% correct on 13 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787615832868,"[{""variant"":""original"",""p_up"":1,""lca"":0.929,""n_matched"":14},{""variant"":""experimental"",""p_up"":1,""lca"":0.933,""n_matched"":15},{""variant"":""calibrated"",""p_up"":0.792,""lca"":0.909,""n_matched"":11},{""variant"":""challenger_flat"",""p_up"":0.75,""lca"":0.929,""n_matched"":14},{""variant"":""challenger_tilted"",""p_up"":0.75,""lca"":0.929,""n_matched"":14},{""variant"":""challenger_calibrated"",""p_up"":0.679,""lca"":1,""n_matched"":13}]"
440,1787615839774,BTC,24,original,0.5333333333333333,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 14 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787615833881,"[{""variant"":""original"",""p_up"":0.533,""lca"":1,""n_matched"":14},{""variant"":""experimental"",""p_up"":0.594,""lca"":1,""n_matched"":14},{""variant"":""calibrated"",""p_up"":0.623,""lca"":1,""n_matched"":14},{""variant"":""challenger_flat"",""p_up"":0.533,""lca"":1,""n_matched"":14},{""variant"":""challenger_tilted"",""p_up"":0.533,""lca"":1,""n_matched"":14},{""variant"":""challenger_calibrated"",""p_up"":0.525,""lca"":1,""n_matched"":14}]"
441,1787617651807,BTC,24,original,0.5333333333333333,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 13 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787617645465,"[{""variant"":""original"",""p_up"":0.533,""lca"":1,""n_matched"":13},{""variant"":""experimental"",""p_up"":0.594,""lca"":1,""n_matched"":15},{""variant"":""calibrated"",""p_up"":0.623,""lca"":1,""n_matched"":15},{""variant"":""challenger_flat"",""p_up"":0.533,""lca"":1,""n_matched"":13},{""variant"":""challenger_tilted"",""p_up"":0.533,""lca"":1,""n_matched"":13},{""variant"":""challenger_calibrated"",""p_up"":0.525,""lca"":1,""n_matched"":15}]"
442,1787617657022,BTC,24,original,0.5333333333333333,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 12 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787617651211,"[{""variant"":""original"",""p_up"":0.533,""lca"":1,""n_matched"":12},{""variant"":""experimental"",""p_up"":0.594,""lca"":1,""n_matched"":14},{""variant"":""calibrated"",""p_up"":0.623,""lca"":1,""n_matched"":15},{""variant"":""challenger_flat"",""p_up"":0.533,""lca"":1,""n_matched"":12},{""variant"":""challenger_tilted"",""p_up"":0.533,""lca"":1,""n_matched"":12},{""variant"":""challenger_calibrated"",""p_up"":0.525,""lca"":1,""n_matched"":15}]"
443,1787618775437,BTC,24,original,0.5333333333333333,1,6,0.008333333333333333,1,15,"original locally outperformed (100% correct on 11 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787618769707,"[{""variant"":""original"",""p_up"":0.533,""lca"":1,""n_matched"":11},{""variant"":""experimental"",""p_up"":0.594,""lca"":1,""n_matched"":13},{""variant"":""calibrated"",""p_up"":0.623,""lca"":1,""n_matched"":15},{""variant"":""challenger_flat"",""p_up"":0.533,""lca"":1,""n_matched"":11},{""variant"":""challenger_tilted"",""p_up"":0.533,""lca"":1,""n_matched"":11},{""variant"":""challenger_calibrated"",""p_up"":0.525,""lca"":1,""n_matched"":15}]"
444,1787618781437,LINK,24,challenger_calibrated,0.606,0.8666666666666667,6,0.008333333333333333,1,15,"challenger_calibrated locally outperformed (87% correct on 15 same-direction matches among the 15 most similar historical moments), clearing the significance bar for 6 variant(s) compared.",1787618776199,"[{""variant"":""original"",""p_up"":0.6,""lca"":0.833,""n_matched"":12},{""variant"":""experimental"",""p_up"":0.553,""lca"":0.846,""n_matched"":13},{""variant"":""calibrated"",""p_up"":0.7,""lca"":0.857,""n_matched"":14},{""variant"":""challenger_flat"",""p_up"":0.6,""lca"":0.833,""n_matched"":12},{""variant"":""challenger_tilted"",""p_up"":0.6,""lca"":0.833,""n_matched"":12},{""variant"":""challenger_calibrated"",""p_up"":0.606,""lca"":0.867,""n_matched"":15}]"
